Fecha_Accidente,DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2023-07-15,CALLE 75 CARRERA 60,Motociclista,herido,Choque,M,28,1
2023-07-16,AVENIDA VIA 40 CON CALLE 85,Motociclista,herido,Choque,M,41,1
2023-07-16,CALLE 45 # 10D-48,Conductor,herido,Choque,M,22,1
2023-07-16,CALLE 87 CON CARRERA 15 A1,Motociclista,herido,Choque,M,25,1
2023-07-16,CARRERA 46 CALLE 75 EL PORVENIR,Acompañante,herido,Choque,F,16,2
2023-07-16,CARRERA 46 CALLE 75 EL PORVENIR,Acompañante,herido,Choque,F,20,1
2023-07-16,CARRERA 46 CALLE 75 EL PORVENIR,Acompañante,herido,Choque,M,16,1
2023-07-16,CARRERA 46 CALLE 75 EL PORVENIR,Conductor,herido,Choque,F,41,1
2023-07-16,CARRERA 46 CALLE 75 EL PORVENIR,Conductor,herido,Choque,M,34,1
2023-07-17,CALLE 108 CON CARRERA 14,Motociclista,herido,Choque,M,23,1
2023-07-17,CALLE 40B CARRERA 21,Motociclista,herido,Choque,M,25,1
2023-07-17,CALLE 48 CON CARRERA 21B,Motociclista,herido,Choque,M,45,1
2023-07-17,CALLE 63B CARRERA 23,Motociclista,herido,Choque,M,32,1
2023-07-17,CARRERA 15 SUR CALLE 98,Motociclista,herido,Choque,M,26,1
2023-07-17,CARRERA 35 CALLE 58,Acompañante,herido,Choque,F,65,1
2023-07-17,CARRERA 35 CALLE 58,Conductor,herido,Choque,M,36,1
2023-07-18,CALLE 30 CARRERA 21,Motociclista,herido,Choque,M,30,1
2023-07-19,CARRERA 27 CON CALLE 64,Peaton,herido,Atropello,F,61,1
2023-07-19,CALLE 30 CARRERA 26,Motociclista,herido,Choque,M,22,1
2023-07-20,CARRERA 15 SUR CALLE 49,Peaton,herido,Atropello,M,49,1
2023-07-20,AV. VIA 40 CALLE 62,Motociclista,herido,Choque,M,24,1
2023-07-20,CARRERA 32 CON CALLE 71,Acompañante,herido,Choque,F,27,1
2023-07-20,CARRERA 32 CON CALLE 71,Motociclista,herido,Choque,M,34,1
2023-07-20,CARRERA 64 CON CALLE 96,Acompañante,herido,Choque,F,26,1
2023-07-20,CARRERA 64 CON CALLE 96,Motociclista,herido,Choque,F,39,1
2023-07-21,CRA 15 SUR CALLE 48,Peaton,herido,Atropello,M,30,1
2023-07-21,CALLE 30 CARRERA 8,Acompañante,herido,Choque,M,43,1
2023-07-21,CALLE 30 CARRERA 8,Motociclista,herido,Choque,M,36,1
2023-07-21,CALLE 70B CON CARRERA 27,Motociclista,herido,Choque,M,42,1
2023-07-21,CARRERA 15 SUR # 90B - 166,Pasajero,herido,Choque,M,60,1
2023-07-21,CALLE 30 CARRERA 30,Motociclista,herido,Volcamiento,M,37,1
2023-07-22,AVENIDA MURILLO CON CARRERA 7H - 42,Peaton,herido,Atropello,M,72,1
2023-07-22,CALLE 75 CARRERA 45,Motociclista,herido,Choque,M,45,1
2023-07-23,CALLE 110 CARRERA 14 SUR,Acompañante,herido,Choque,F,38,1
2023-07-23,CALLE 5 CARRERA 9,Conductor,herido,Choque,M,43,1
2023-07-23,CALLE 5 CARRERA 9,Pasajero,herido,Choque,F,28,1
2023-07-23,CALLE 5 CARRERA 9,Pasajero,herido,Choque,F,68,1
2023-07-23,CALLE 84 CARRERA 53,Conductor,herido,Choque,M,21,1
2023-07-23,CARRERA 15 CALLE 6,Motociclista,herido,Choque,M,26,1
2023-07-23,CARRERA 15 CALLE 6,Pasajero,herido,Choque,M,39,1
2023-07-23,CARRERA 43 CALLE 69F,Acompañante,herido,Choque,F,26,1
2023-07-23,CARRERA 46 #72-40,Acompañante,herido,Choque,F,45,1
2023-07-23,CALLE 87 CON CARRERA 9K,Acompañante,herido,Volcamiento,M,25,1
2023-07-23,CALLE 87 CON CARRERA 9K,Motociclista,herido,Volcamiento,M,24,1
2023-07-24,CALLE 38 CARRERA 20,Motociclista,herido,Choque,M,51,1
2023-07-24,CALLE 42 CARRERA 6B,Motociclista,herido,Choque,F,27,1
2023-07-24,CALLE 45 CRA 14,Pasajero,herido,Choque,F,47,1
2023-07-24,CALLE 45 CRA 14,Pasajero,herido,Choque,M,47,1
2023-07-24,CALLE 75 CARRERA 46,Conductor,herido,Choque,M,39,1
2023-07-24,CARRERA 4 CALLE 45G,Motociclista,herido,Choque,M,24,1
2023-07-24,MALECOM DEL RIO CALLE 78,Acompañante,herido,Choque,F,24,1
2023-07-24,MALECOM DEL RIO CALLE 78,Motociclista,herido,Choque,M,29,1
2023-07-25,CARRERA 44 CALLE 48,Peaton,herido,Atropello,F,21,1
2023-07-25,AVENIDA CORDIALIDAD KILOMETRO 150+300,Motociclista,herido,Choque,M,27,1
2023-07-25,AVENIDA CORDIALIDAD KILOMETRO 150+300,Motociclista,herido,Choque,M,33,1
2023-07-25,AVENIDA CORDIALIDAD KILOMETRO 150+300,Pasajero,herido,Choque,M,42,1
2023-07-25,CALLE 17 CARRERA 15,Motociclista,herido,Choque,M,55,1
2023-07-25,CALLE 82  CARRERA 59B,Acompañante,herido,Choque,M,36,1
2023-07-25,CALLE 82  CARRERA 59B,Motociclista,herido,Choque,M,31,1
2023-07-25,CALLE 94 CARRERA 65,Motociclista,herido,Choque,M,24,1
2023-07-26,CALLE 45 CON CARRERA 32,Peaton,herido,Atropello,M,79,1
2023-07-26,CALLE 19 CARRERA 4,Pasajero,herido,Caida Ocupante,F,43,1
2023-07-26,CARRERA 43 CALLE 112,Pasajero,herido,Caida Ocupante,F,36,1
2023-07-26,CALLE 110 CARRERA 65A,Motociclista,herido,Choque,M,22,1
2023-07-26,CALLE 110 CARRERA 65A,Pasajero,herido,Choque,F,20,1
2023-07-26,CALLE 70C CON CARRERA 13,Motociclista,herido,Choque,M,20,1
2023-07-26,CARRERA 15 CALLE 24,Motociclista,herido,Choque,M,24,1
2023-07-26,CARRERA 18 CON CALLE 46,Conductor,herido,Choque,F,35,1
2023-07-27,CALLE 110 CRA 43,Peaton,herido,Atropello,M,22,1
2023-07-27,CARRERA 30 CALLE 37,Motociclista,herido,Atropello,M,28,1
2023-07-27,CARRERA 30 CALLE 37,Peaton,herido,Atropello,M,44,1
2023-07-27,CARRERA 38 # 38-24,Peaton,herido,Atropello,M,25,1
2023-07-27,CALLE 110 CON CARRERA 46,Motociclista,herido,Choque,F,33,1
2023-07-27,CARRERA 30 CON CALLE 10,Ciclista,herido,Choque,M,13,1
2023-07-27,CARRERA 39 CON CALLE 37,Pasajero,herido,Choque,F,33,1
2023-07-27,CARRERA 39 CON CALLE 37,Pasajero,herido,Choque,M,33,1
2023-07-28,AVENIDA CIRCUNVALAR CON CALLE 15 SUR,Pasajero,herido,Choque,M,38,1
2023-07-28,CALLE 80 CON CARRERA 43B,Acompañante,herido,Choque,F,61,1
2023-07-28,CALLE 80 CON CARRERA 43B,Conductor,herido,Choque,F,29,1
2023-07-28,CARRERA 22 CON CALLE 51,Acompañante,herido,Choque,F,21,1
2023-07-28,CARRERA 22 CON CALLE 51,Motociclista,herido,Choque,M,22,1
2023-07-29,CALLE 30 CARRERA 4,Motociclista,herido,Choque,M,55,1
2023-07-29,CALLE 45 CARRERA 41,Conductor,herido,Choque,M,70,1
2023-07-29,CALLE 60 CARRERA 18,No reporto,herido,Choque,M,13,1
2023-07-29,CARRERA 41B CALLE 84,Acompañante,herido,Choque,F,24,1
2023-07-29,CARRERA 41B CALLE 84,Motociclista,herido,Choque,M,21,1
2023-07-29,CARRERA 43 CALLE 65,Motociclista,herido,Choque,M,29,1
2023-07-30,CALLE 112 E CON CARRERA 26,Acompañante,herido,Choque,F,20,1
2023-07-30,CALLE 112 E CON CARRERA 26,Motociclista,herido,Choque,M,28,1
2023-07-30,CARRERA 13 CON CALLE 85A,Acompañante,herido,Choque,M,15,1
2023-07-30,CARRERA 13 CON CALLE 85A,Acompañante,herido,Choque,M,33,1
2023-07-30,CARRERA 13 CON CALLE 85A,Motociclista,herido,Choque,F,22,1
2023-07-30,CARRERA 13 CON CALLE 85A,Motociclista,herido,Choque,M,28,1
2023-07-30,CARRERA 4 CALLE 37 C,Motociclista,herido,Choque,M,36,1
2023-07-30,CARRERA 52 CALLE 74,Motociclista,herido,Choque,M,47,1
2023-07-30,CARRERA 57 CALLE 85,Pasajero,herido,Choque,M,19,1
2023-07-30,CALLE 87 CRA 52,Acompañante,herido,Otro,M,32,1
2023-07-30,CALLE 87 CRA 52,Motociclista,herido,Otro,M,32,1
2023-07-31,AVENIDA CIRCUNVALAR ENTRE 34 Y 45,Peaton,herido,Atropello,F,43,1
2023-07-31,CARRERA 44 CON CALLE 75,Peaton,herido,Atropello,F,21,1
2023-08-01,CALLE 30 # 8 - 75,Acompañante,herido,Atropello,M,54,1
2023-08-01,CALLE 30 # 8 - 75,Motociclista,herido,Atropello,M,59,1
2023-08-01,CALLE 30 # 8 - 75,Peaton,herido,Atropello,M,73,1
2023-08-02,CALLE 19 CON CARRERA 7,Peaton,herido,Atropello,F,35,1
2023-08-02,CALLE 72 CARRERA 38,Motociclista,herido,Choque,M,21,1
2023-08-02,CALLE 90 CON CARRERA 59,Acompañante,herido,Choque,F,16,2
2023-08-02,CALLE 90 CON CARRERA 59,Conductor,herido,Choque,M,55,1
2023-08-02,CARRERA 38 ENTRE CALLE 76 Y 79A,Motociclista,herido,Choque,M,25,1
2023-08-02,CARRERA 8B SUR CALLE 51B,Motociclista,herido,Choque,M,39,1
2023-08-03,CARRERA 53 ENTRE CALLE 92 Y 94,Pasajero,herido,Caida Ocupante,F,47,1
2023-08-03,CALLE 110 CRA 6,Motociclista,muerto,Choque,F,36,1
2023-08-03,CALLE 45B CON CARRERA 22,Motociclista,herido,Choque,M,24,1
2023-08-03,CALLE 53D CARRERA 24,Motociclista,herido,Choque,F,18,1
2023-08-03,CALLE 56 CARRERA 15,Acompañante,herido,Choque,F,16,1
2023-08-03,CALLE 56 CARRERA 15,Motociclista,herido,Choque,M,32,1
2023-08-03,CARRERA 4 CALLE 33,Acompañante,herido,Choque,F,24,1
2023-08-03,CARRERA 4 CALLE 33,Motociclista,herido,Choque,M,24,1
2023-08-03,CARRERA 51B CALLE 87 Y 90,Acompañante,herido,Choque,F,18,1
2023-08-03,CARRERA 51B CALLE 87 Y 90,Acompañante,herido,Choque,F,19,1
2023-08-03,CARRERA 51B CALLE 87 Y 90,Conductor,herido,Choque,M,43,1
2023-08-03,CRA 50 CON CALLE 48,Conductor,herido,Choque,M,29,1
2023-08-04,CARRERA 38 CALLE 10,Motociclista,herido,Choque,M,19,1
2023-08-04,CARRERA 4 CALLE 33E,Motociclista,herido,Choque,F,23,1
2023-08-05,CALLE 110 CARRERA 31,Ciclista,herido,Choque,M,22,1
2023-08-05,CALLE 134 CARRERA 34,Acompañante,herido,Choque,F,29,1
2023-08-05,CALLE 134 CARRERA 34,Motociclista,herido,Choque,M,46,1
2023-08-05,CALLE 30 CON CARRERA 23,Acompañante,herido,Choque,F,27,1
2023-08-05,CALLE 30 CON CARRERA 23,Motociclista,herido,Choque,M,23,1
2023-08-05,CALLE 30 CON CARRERA 23,Motociclista,herido,Choque,M,25,1
2023-08-05,CARRERA 11 CON CALLE 33,Motociclista,herido,Choque,M,25,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Motociclista,herido,Choque,M,18,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Pasajero,herido,Choque,F,14,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Pasajero,herido,Choque,F,15,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Pasajero,herido,Choque,M,16,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Pasajero,herido,Choque,M,17,1
2023-08-06,CALLE 15 SUR CON CARRERA 73,Pasajero,herido,Choque,M,19,1
2023-08-06,CALLE 17 CON CARRERA 8,Motociclista,herido,Choque,M,32,1
2023-08-06,CALLE 42 CARRERA 24,Motociclista,herido,Choque,F,34,1
2023-08-06,CALLE 51B CARRERA 11 SUR,Acompañante,herido,Choque,F,20,1
2023-08-06,CALLE 51B CARRERA 11 SUR,Motociclista,herido,Choque,M,36,1
2023-08-06,CALLE 84 CON CARRERA 64,Motociclista,herido,Choque,M,33,1
2023-08-06,CALLE 96 CRA 15 SUR,Acompañante,herido,Choque,M,24,1
2023-08-06,CALLE 96 CRA 15 SUR,Ciclista,herido,Choque,M,22,1
2023-08-06,CARRERA 43 CALLE 70,Acompañante,herido,Choque,F,21,1
2023-08-06,CARRERA 43 CALLE 70,Motociclista,herido,Choque,M,24,1
2023-08-07,CALLE 30 # 30-12,Peaton,herido,Atropello,M,63,1
2023-08-07,CRA 27 CON CALLE 36,Motociclista,herido,Choque,M,26,1
2023-08-07,CRA 27 CON CALLE 36,Motociclista,herido,Choque,M,28,1
2023-08-07,VIA 40 CARRERA 67,Motociclista,herido,Choque,M,22,1
2023-08-08,CALLE 19 # 4 - 80,Pasajero,herido,Choque,F,18,1
2023-08-08,CALLE 19 # 4 - 80,Pasajero,herido,Choque,F,25,1
2023-08-08,CALLE 19 # 4 - 80,Pasajero,herido,Choque,F,27,2
2023-08-08,CALLE 19 # 4 - 80,Pasajero,herido,Choque,F,84,1
2023-08-08,CALLE 19 # 4 - 80,Pasajero,herido,Choque,M,34,1
2023-08-08,CALLE 45E CARRERA 19,Conductor,herido,Choque,F,19,1
2023-08-08,CALLE 54 CARRERA 62,Motociclista,herido,Choque,M,60,1
2023-08-08,CALLE 91 CON CRA 59B,Acompañante,herido,Choque,F,42,1
2023-08-08,CARRERA 8G CON CALLE 94,Acompañante,herido,Choque,F,18,1
2023-08-08,VIA 40 CON CALLE 52 - 332,Motociclista,herido,Choque,M,26,1
2023-08-08,CARRERA 27 CON CALLE 83C,Motociclista,muerto,Volcamiento,M,18,1
2023-08-09,CALLE 110 # 2 SUR - 47,Motociclista,muerto,Choque,M,34,1
2023-08-09,CARRERA 20 CALLE 60,Motociclista,herido,Choque,M,29,1
2023-08-09,CARRERA 44 CALLE 30,Acompañante,herido,Choque,M,27,1
2023-08-09,CARRERA 44 CALLE 30,Motociclista,herido,Choque,M,26,1
2023-08-10,CALKLE 8 CON CARRERA 37,Motociclista,herido,Atropello,M,22,1
2023-08-10,CALKLE 8 CON CARRERA 37,Peaton,herido,Atropello,M,46,1
2023-08-10,CALLE 76 CARRERA 6F,Peaton,herido,Atropello,F,37,1
2023-08-10,CALLE 76 CARRERA 6F,Peaton,herido,Atropello,M,76,1
2023-08-10,CARRERA 53 #61-35,Peaton,herido,Atropello,M,49,1
2023-08-10,CALLE 61 CARRERA 45,Motociclista,herido,Choque,M,26,1
2023-08-10,CARRERA 23 CALLE 53C,Motociclista,herido,Choque,M,21,1
2023-08-10,CRA 52 # 98,Ciclista,herido,Choque,M,22,1
2023-08-11,AV. CORDIALIDAD CON CALLE 89,Motociclista,herido,Choque,M,17,1
2023-08-11,CALLE 17 CARRERA 23,Conductor,herido,Choque,M,44,1
2023-08-11,CALLE 36B CRA 11,Motociclista,herido,Choque,M,40,1
2023-08-11,CARRERA 15 SUR CON CALLE 71,Motociclista,herido,Choque,M,35,1
2023-08-11,CARRERA 43 CALLE 69,Motociclista,herido,Choque,M,25,1
2023-08-11,VIA 40 CON 76,Acompañante,herido,Choque,F,26,1
2023-08-11,VIA 40 CON 76,Acompañante,herido,Choque,M,23,1
2023-08-11,VIA 40 CON 76,Conductor,herido,Choque,M,31,1
2023-08-11,VIA 40 CON 76,Conductor,herido,Choque,M,53,1
2023-08-11,VIA LA PLAYA - COLEGIO PIES DESCALZOS,Ciclista,herido,Choque,M,53,1
2023-08-12,CRA 40 CALLE 35 - 53,Peaton,herido,Atropello,F,57,1
2023-08-12,CALLE 68 CARRERA 26D,Motociclista,herido,Choque,M,43,1
2023-08-12,CALLE 84 CON CARRERA 56,Motociclista,herido,Choque,M,24,1
2023-08-13,CALLE 19 CON 4B B. SIMON,Peaton,herido,Atropello,F,43,1
2023-08-13,CALLE 19 CON 4B B. SIMON,Peaton,herido,Atropello,M,37,1
2023-08-13,CALLE 19 CON 4B B. SIMON,Peaton,herido,Atropello,M,46,1
2023-08-13,AVENIDA CIRCUNVALAR CON CARRERA 9D,Motociclista,herido,Choque,F,34,1
2023-08-13,AVENIDA CIRCUNVALAR CON CARRERA 9D,Motociclista,herido,Choque,M,23,1
2023-08-13,CALLE 63B CON CARRERA 23,Acompañante,herido,Choque,M,24,1
2023-08-13,CALLE 63B CON CARRERA 23,Motociclista,muerto,Choque,M,21,1
2023-08-13,CARRERA 53 CALLE 75,Motociclista,herido,Choque,F,27,1
2023-08-14,AV. CORDIALIDAD CON CALLE 94,Acompañante,herido,Choque,F,66,1
2023-08-14,CALLE 35 CON CARRERA 35,Motociclista,herido,Choque,M,26,1
2023-08-14,CALLE 35 CON CARRERA 35,Peaton,herido,Choque,F,60,1
2023-08-14,CALLE 87 CON CARRERA 9L,Acompañante,herido,Choque,M,33,1
2023-08-14,CALLE 87 CON CARRERA 9L,Motociclista,herido,Choque,M,21,1
2023-08-14,CALLE 93 # 42H,Conductor,herido,Choque,F,32,1
2023-08-14,CARRERA 46 CON CALLE 69,Conductor,herido,Choque,M,55,1
2023-08-14,CARRERA 46 CON CALLE 69,Motociclista,herido,Choque,M,25,1
2023-08-14,CARRERA 59B CALLE 90,Acompañante,herido,Choque,M,49,1
2023-08-14,CARRERA 59B CALLE 90,Conductor,herido,Choque,F,46,1
2023-08-14,CARRERA 65 # 94,Conductor,herido,Choque,M,49,1
2023-08-14,VIA 40 CARRERA 67,Motociclista,herido,Choque,M,29,1
2023-08-15,CARRERA 43 CALLE 116 Y 117,Motociclista,herido,Atropello,M,26,1
2023-08-15,CARRERA 43 CALLE 116 Y 117,Peaton,herido,Atropello,F,32,1
2023-08-15,CALLE 59 CARRERA 23,Acompañante,herido,Choque,F,52,1
2023-08-15,CALLE 59 CARRERA 23,Motociclista,herido,Choque,M,44,1
2023-08-15,CARRERA 21 CON CALLE 84,Acompañante,herido,Choque,F,24,1
2023-08-15,CARRERA 21 CON CALLE 84,Motociclista,herido,Choque,F,22,1
2023-08-15,CARRERA 30 CALLE 50,Motociclista,herido,Choque,M,30,1
2023-08-16,CALLE 110 CARRERA 43,Motociclista,herido,Choque,F,54,1
2023-08-16,CARRERA 43 CALLE 67,Motociclista,herido,Choque,M,29,1
2023-08-16,CARRERA 45 CALLE 50,Acompañante,herido,Choque,F,40,1
2023-08-16,CARRERA 45 CALLE 50,Motociclista,herido,Choque,M,42,1
2023-08-17,CALLE 17 CARRERA 23,Peaton,herido,Atropello,M,78,1
2023-08-17,AV. CIRCUNVALAR ENTRE CRA 43 Y 46,Acompañante,herido,Choque,M,33,1
2023-08-17,AV. CIRCUNVALAR ENTRE CRA 43 Y 46,Motociclista,herido,Choque,M,39,1
2023-08-17,CALLE 110 CARRERA 5,Motociclista,herido,Choque,F,32,1
2023-08-17,CARRERA 21 CALLE 45,Motociclista,herido,Choque,M,45,1
2023-08-17,CARRERA 43 CALLE 65B,Motociclista,herido,Choque,F,21,1
2023-08-17,CRA 67 CALLE 84,Motociclista,herido,Choque,M,31,1
2023-08-18,CALLE 98 #52C,Peaton,herido,Atropello,F,53,1
2023-08-19,CALLE 15 SUR CON CARRERA 47,Peaton,herido,Atropello,M,36,1
2023-08-19,CARRERA 46 CON CALLE 69,Motociclista,herido,Caida Ocupante,M,27,1
2023-08-19,CALLE 110 CON CARRERA 27,Acompañante,herido,Choque,F,28,1
2023-08-19,CALLE 36B #18-121,Motociclista,herido,Choque,M,45,1
2023-08-19,CALLE 74 CON CARRERA 46,Motociclista,herido,Choque,M,40,1
2023-08-19,CALLE 93 CRA 43 - 41,Motociclista,herido,Choque,M,57,1
2023-08-20,CALLE 100 CARRERA 15,Motociclista,herido,Choque,M,26,1
2023-08-20,CALLE 45 CARRERA 14,Acompañante,herido,Choque,F,30,1
2023-08-20,CALLE 45 CARRERA 14,Conductor,herido,Choque,M,55,1
2023-08-20,CALLE 45 CARRERA 14,Conductor,herido,Choque,M,66,1
2023-08-20,CALLE 51 CON CARRERA 31,Motociclista,herido,Choque,M,35,1
2023-08-20,CALLE 53 CRA 20,Acompañante,herido,Choque,M,20,1
2023-08-20,CALLE 53 CRA 20,Motociclista,herido,Choque,M,23,1
2023-08-20,CALLE 79 CARRERA 52,Motociclista,herido,Choque,M,19,1
2023-08-20,CARRERA 45 CON CALLE 54,Acompañante,herido,Choque,M,15,1
2023-08-20,CARRERA 45 CON CALLE 54,Motociclista,herido,Choque,M,41,1
2023-08-21,CALLE 94 CON CARRERA 58,Conductor,herido,Choque,F,26,1
2023-08-22,CALLE 87 CRA 9,Peaton,herido,Atropello,F,3,1
2023-08-22,CARRERA 23 CON CALLE 28,Motociclista,herido,Choque,M,27,1
2023-08-22,CARRERA 6A CON CALLE 72,Pasajero,herido,Choque,F,34,1
2023-08-23,CALLE 110 CARRERA 6,Motociclista,herido,Choque,F,29,1
2023-08-23,CALLE 110 CARRERA 9D,Acompañante,herido,Choque,F,20,1
2023-08-23,CALLE 110 CARRERA 9D,Motociclista,herido,Choque,M,19,1
2023-08-23,AV. MURILLO CON CARRERA 23 - 57,Motociclista,herido,Volcamiento,M,43,1
2023-08-24,CALLE 80 CON AVENIDA VIA 40,Conductor,herido,Choque,M,49,1
2023-08-24,DIAGONAL 64B CARRERA 9D,Acompañante,herido,Choque,F,1,1
2023-08-24,DIAGONAL 64B CARRERA 9D,Conductor,herido,Choque,M,61,1
2023-08-24,DIAGONAL 64B CARRERA 9D,Motociclista,herido,Choque,M,40,1
2023-08-25,CALLE 30 CON CARRERA 9,Peaton,herido,Atropello,F,36,1
2023-08-25,CALLE 30 CRA 23,Conductor,herido,Choque,M,35,1
2023-08-25,CALLE 30 CRA 23,Motociclista,herido,Choque,M,25,1
2023-08-26,AV. CIRCUNVALAR CRA 3 SUR,Conductor,herido,Choque,M,49,1
2023-08-26,AV. MURILLO CON CRA 14,Acompañante,herido,Choque,F,35,1
2023-08-26,AV. MURILLO CON CRA 14,Motociclista,herido,Choque,F,26,1
2023-08-26,CALLE 76 CARRERA 51B,Pasajero,herido,Choque,M,62,1
2023-08-26,CALLE 90 CRA 6,Conductor,herido,Choque,M,33,1
2023-08-26,CARRERA 34B CON CALLE 68,Acompañante,herido,Choque,M,24,1
2023-08-26,CARRERA 34B CON CALLE 68,Conductor,herido,Choque,M,46,1
2023-08-26,CARRERA 39 # 69C - 46,Acompañante,herido,Choque,F,26,1
2023-08-26,CARRERA 39 # 69C - 46,Motociclista,herido,Choque,M,30,1
2023-08-26,CARRERA 3B CALLE 135,Acompañante,herido,Choque,F,47,1
2023-08-26,CARRERA 3B CALLE 135,Motociclista,herido,Choque,F,49,1
2023-08-26,CARRERA 59B CALLE 77,Acompañante,herido,Choque,F,49,1
2023-08-26,CARRERA 59B CALLE 77,Motociclista,herido,Choque,M,48,1
2023-08-26,CALLE 44 CARRERA 17,Motociclista,herido,Volcamiento,F,29,1
2023-08-27,CALLE 56 CON CARRERA 9D,Motociclista,herido,Atropello,M,33,1
2023-08-27,CALLE 56 CON CARRERA 9D,Peaton,herido,Atropello,F,66,1
2023-08-27,CALLE 45 CARRERA 46,Acompañante,herido,Choque,F,24,1
2023-08-27,CALLE 45 CARRERA 46,Motociclista,herido,Choque,M,45,1
2023-08-27,CALLE 51 CON CARRERA 24,Motociclista,herido,Choque,M,43,1
2023-08-27,CALLE 80 CARRERA 51B,Motociclista,herido,Choque,M,28,1
2023-08-27,CARRERA 15 CON CALLE 26,Motociclista,herido,Choque,M,56,1
2023-08-28,CALLE 106 CON CARRERA 52,Motociclista,herido,Choque,M,26,1
2023-08-28,CARRERA 15 SUR CALLE 80,Motociclista,herido,Choque,M,22,1
2023-08-28,CARRERA 51B CON CALLE 80,Conductor,herido,Choque,M,43,1
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,F,32,1
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,F,33,1
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,F,34,2
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,F,36,1
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,M,33,2
2023-08-28,CARRERA 51B CON CALLE 80,Pasajero,herido,Choque,M,44,2
2023-08-29,CALLE 51 CRA 33,Motociclista,herido,Choque,M,21,1
2023-08-29,CALLE 58 CARRERA 66B,No reporto,herido,Choque,M,38,2
2023-08-29,CALLE 58 CARRERA 66B,Pasajero,herido,Choque,F,27,1
2023-08-29,CALLE 86 CON CARRERA 52,Motociclista,herido,Choque,M,19,1
2023-08-29,CARRERA 1 CON CALLE 46,Acompañante,herido,Choque,F,16,1
2023-08-29,CARRERA 1 CON CALLE 46,Motociclista,herido,Choque,M,22,1
2023-08-29,VIA 40 CALLE 58,Motociclista,herido,Choque,M,29,1
2023-08-30,CALLE 112 CON CRA 43 Y 43B,Motociclista,herido,Choque,F,42,1
2023-08-30,CALLE 84B CRA 41F,Motociclista,herido,Choque,M,37,1
2023-08-30,CARRERA 43 CALLE 45,Motociclista,herido,Choque,M,33,1
2023-08-30,CRA 15 SUR CALLE 90B,Motociclista,herido,Choque,M,22,1
2023-08-31,CARRERA 9 ENTRE CALLE 9A Y 10,Peaton,herido,Atropello,M,50,1
2023-08-31,CALLE 38 CARRERA 40,Pasajero,herido,Caida Ocupante,F,22,1
2023-08-31,CALLE 4 CARRERA 38,Acompañante,herido,Choque,M,39,1
2023-08-31,CALLE 4 CARRERA 38,Motociclista,herido,Choque,M,23,1
2023-08-31,CALLE 70 CON CARRERA 39,Conductor,herido,Choque,M,41,1
2023-08-31,CALLE 70 CON CARRERA 39,Pasajero,herido,Choque,F,20,1
2023-08-31,CALLE 70 CON CARRERA 39,Pasajero,herido,Choque,M,22,1
2023-08-31,CALLE 72 ENTRE CARRERA 66,Motociclista,herido,Choque,M,33,1
2023-08-31,CALLE 90 CARRERA 42H,Acompañante,herido,Choque,F,19,1
2023-08-31,CALLE 90 CARRERA 42H,Motociclista,herido,Choque,M,21,1
2023-08-31,CARRERA 1 CALLE 1 SIN DIRECCION,Motociclista,herido,Choque,M,21,1
2023-09-01,CALLE 30 # 1E-02,Peaton,muerto,Atropello,M,75,1
2023-09-02,CALLE 17 CON CARRERA 25,Peaton,herido,Atropello,M,57,1
2023-09-02,CALLE 92 CARRERA 51D,Motociclista,herido,Choque,M,27,1
2023-09-02,CARRERA 4 CALLE 42,Motociclista,herido,Choque,M,23,1
2023-09-02,CARRERA 46 CALLE 84,Motociclista,herido,Choque,M,25,1
2023-09-02,CARRERA 46 CALLE 84,Motociclista,herido,Choque,M,35,1
2023-09-03,CALLE 110 CRA 43 CIRCUNVALAR,Motociclista,herido,Choque,M,33,1
2023-09-03,CALLE 110 GLORIETA VENTANA AL MUNDO,Acompañante,herido,Choque,F,23,1
2023-09-03,CALLE 110 GLORIETA VENTANA AL MUNDO,Motociclista,herido,Choque,M,32,1
2023-09-03,CALLE 91 CON CRA 2C,Motociclista,herido,Choque,M,39,1
2023-09-03,CALLE 91 CON CRA 2C,Motociclista,muerto,Choque,M,34,1
2023-09-03,CARRERA 51B CALLE 86,Pasajero,herido,Choque,F,24,1
2023-09-03,CARRERA 51B CALLE 86,Pasajero,herido,Choque,F,31,1
2023-09-03,VIA 40 CALLE 58,Conductor,herido,Choque,M,32,1
2023-09-04,CALLE 110 CON CRA 34,Peaton,herido,Atropello,F,67,1
2023-09-04,CALLE 17 CARRERA 15 Y 14,Ciclista,herido,Choque,M,52,1
